zipcode,city,state,latitude,longitude,timezone,dst
6535,"New Haven","CT",41.37,-72.93,-5,1
6536,"New Haven","CT",41.37,-72.93,-5,1
6537,"New Haven","CT",41.37,-72.93,-5,1
6538,"New Haven","CT",41.37,-72.93,-5,1
6540,"New Haven","CT",41.3,-72.92,-5,1
6601,"Bridgeport","CT",41.31,-73.36,-5,1
6602,"Bridgeport","CT",41.18,-73.19,-5,1
6604,"Bridgeport","CT",41.18,-73.2,-5,1
6605,"Bridgeport","CT",41.16,-73.22,-5,1
6606,"Bridgeport","CT",41.21,-73.21,-5,1
6607,"Bridgeport","CT",41.18,-73.17,-5,1
6608,"Bridgeport","CT",41.19,-73.18,-5,1
6610,"Bridgeport","CT",41.2,-73.17,-5,1
6611,"Trumbull","CT",41.26,-73.21,-5,1
6612,"Easton","CT",41.25,-73.29,-5,1
6614,"Stratford","CT",41.22,-73.13,-5,1
6615,"Stratford","CT",41.18,-73.14,-5,1
6650,"Bridgeport","CT",41.31,-73.36,-5,1
6673,"Bridgeport","CT",41.31,-73.36,-5,1
6699,"Bridgeport","CT",41.31,-73.36,-5,1
6701,"Waterbury","CT",41.37,-72.93,-5,1
6702,"Waterbury","CT",41.56,-73.04,-5,1
6703,"Waterbury","CT",41.37,-72.93,-5,1
6704,"Waterbury","CT",41.58,-73.03,-5,1
6705,"Waterbury","CT",41.55,-73,-5,1
6706,"Waterbury","CT",41.54,-73.03,-5,1
6708,"Waterbury","CT",41.55,-73.06,-5,1
6710,"Waterbury","CT",41.57,-73.04,-5,1
6712,"Prospect","CT",41.5,-72.98,-5,1
6716,"Wolcott","CT",41.59,-72.98,-5,1
6720,"Waterbury","CT",41.37,-72.93,-5,1
6721,"Waterbury","CT",41.37,-72.93,-5,1
6722,"Waterbury","CT",41.37,-72.93,-5,1
6723,"Waterbury","CT",41.37,-72.93,-5,1
6724,"Waterbury","CT",41.37,-72.93,-5,1
6725,"Waterbury","CT",41.37,-72.93,-5,1
6726,"Waterbury","CT",41.37,-72.93,-5,1
6731,"Salisbury","CT",41.93,-73.36,-5,1
6748,"Oxford","CT",41.59,-73.44,-5,1
6749,"Waterbury","CT",41.37,-72.93,-5,1
6750,"Bantam","CT",41.72,-73.25,-5,1
6751,"Bethlehem","CT",41.64,-73.21,-5,1
6752,"Bridgewater","CT",41.53,-73.36,-5,1
6753,"Cornwall","CT",41.83,-73.33,-5,1
6754,"Cornwall Bridge","CT",41.79,-73.36,-5,1
6755,"Gaylordsville","CT",41.66,-73.48,-5,1
6756,"Goshen","CT",41.84,-73.25,-5,1
6757,"Kent","CT",41.73,-73.46,-5,1
6758,"Lakeside","CT",41.74,-73.22,-5,1
6759,"Litchfield","CT",41.75,-73.21,-5,1
6762,"Middlebury","CT",41.53,-73.12,-5,1
6763,"Morris","CT",41.69,-73.21,-5,1
6770,"Naugatuck","CT",41.49,-73.05,-5,1
6776,"New Milford","CT",41.58,-73.41,-5,1
6777,"New Preston Marble Dale","CT",41.7,-73.34,-5,1
6778,"Northfield","CT",41.69,-73.11,-5,1
6779,"Oakville","CT",41.59,-73.09,-5,1
6781,"Pequabuck","CT",41.67,-72.99,-5,1
6782,"Plymouth","CT",41.66,-73.05,-5,1
6783,"Roxbury","CT",41.56,-73.31,-5,1
6784,"Sherman","CT",41.57,-73.49,-5,1
6785,"South Kent","CT",41.7,-73.44,-5,1
6786,"Terryville","CT",41.68,-73.01,-5,1
6787,"Thomaston","CT",41.68,-73.09,-5,1
6790,"Torrington","CT",41.82,-73.12,-5,1
6791,"Harwinton","CT",41.75,-73.07,-5,1
6793,"Washington","CT",41.63,-73.29,-5,1
6794,"Washington Depot","CT",41.64,-73.32,-5,1
6795,"Watertown","CT",41.61,-73.12,-5,1
6796,"West Cornwall","CT",41.88,-73.34,-5,1
6798,"Woodbury","CT",41.55,-73.21,-5,1
6801,"Bethel","CT",41.38,-73.4,-5,1
6804,"Brookfield","CT",41.47,-73.4,-5,1
6807,"Cos Cob","CT",41.05,-73.6,-5,1
6810,"Danbury","CT",41.39,-73.45,-5,1
6811,"Danbury","CT",41.43,-73.47,-5,1
6812,"New Fairfield","CT",41.47,-73.5,-5,1
6813,"Danbury","CT",41.31,-73.36,-5,1
6814,"Danbury","CT",41.31,-73.36,-5,1
6815,"Hamden","CT",41.39,-72.9,-5,1
6816,"Danbury","CT",41.31,-73.36,-5,1
6817,"Danbury","CT",41.31,-73.36,-5,1
6819,"Danbury","CT",41.39,-73.48,-5,1
6820,"Darien","CT",41.08,-73.48,-5,1
6824,"Fairfield","CT",41.16,-73.27,-5,1
6825,"Bridgeport","CT",41.19,-73.24,-5,1
6829,"Georgetown","CT",41.26,-73.43,-5,1
6830,"Greenwich","CT",41.03,-73.63,-5,1
6831,"Greenwich","CT",41.06,-73.66,-5,1
6832,"Greenwich","CT",41.31,-73.36,-5,1
6836,"Greenwich","CT",41.31,-73.36,-5,1
6840,"New Canaan","CT",41.15,-73.49,-5,1
6842,"New Canaan","CT",41.15,-73.5,-5,1
6850,"Norwalk","CT",41.12,-73.44,-5,1
6851,"Norwalk","CT",41.13,-73.41,-5,1
6852,"Norwalk","CT",41.31,-73.36,-5,1
6853,"Norwalk","CT",41.07,-73.44,-5,1
6854,"Norwalk","CT",41.09,-73.43,-5,1
6855,"Norwalk","CT",41.1,-73.4,-5,1
6856,"Norwalk","CT",41.11,-73.42,-5,1
6857,"Norwalk","CT",41.31,-73.36,-5,1
6858,"Norwalk","CT",41.11,-73.42,-5,1
6859,"Norwalk","CT",41.31,-73.36,-5,1
6860,"Norwalk","CT",41.31,-73.36,-5,1
6870,"Old Greenwich","CT",41.03,-73.57,-5,1
6875,"Redding Center","CT",41.31,-73.36,-5,1
6876,"Redding Ridge","CT",41.03,-73.58,-5,1
6877,"Ridgefield","CT",41.3,-73.49,-5,1
6878,"Riverside","CT",41.03,-73.58,-5,1
6879,"Ridgefield","CT",41.31,-73.36,-5,1
6880,"Westport","CT",41.14,-73.35,-5,1
6881,"Westport","CT",41.31,-73.36,-5,1
6883,"Weston","CT",41.22,-73.37,-5,1
6888,"Westport","CT",41.31,-73.36,-5,1
6889,"Westport","CT",41.14,-73.35,-5,1
6890,"Fairfield","CT",41.14,-73.29,-5,1
6896,"Redding","CT",41.3,-73.4,-5,1
6897,"Wilton","CT",41.2,-73.44,-5,1
6901,"Stamford","CT",41.05,-73.54,-5,1
6902,"Stamford","CT",41.05,-73.54,-5,1
6903,"Stamford","CT",41.13,-73.56,-5,1
6904,"Stamford","CT",41.31,-73.36,-5,1
6905,"Stamford","CT",41.08,-73.55,-5,1
6906,"Stamford","CT",41.07,-73.52,-5,1
6907,"Stamford","CT",41.1,-73.52,-5,1
6910,"Stamford","CT",41.04,-73.56,-5,1
6911,"Stamford","CT",41.31,-73.36,-5,1
6912,"Stamford","CT",41.31,-73.36,-5,1
6913,"Stamford","CT",41.31,-73.36,-5,1
6914,"Stamford","CT",41.31,-73.36,-5,1
6920,"Stamford","CT",41.31,-73.36,-5,1
6921,"Stamford","CT",41.05,-73.54,-5,1
6922,"Stamford","CT",41.05,-73.51,-5,1
6925,"Stamford","CT",41.31,-73.36,-5,1
6926,"Stamford","CT",41.04,-73.54,-5,1
6927,"Stamford","CT",41.31,-73.36,-5,1
6928,"Stamford","CT",41.31,-73.36,-5,1
6993,"Weston","CT",41.23,-73.4,-5,1
7001,"Avenel","NJ",40.58,-74.28,-5,1
7002,"Bayonne","NJ",40.67,-74.12,-5,1
7003,"Bloomfield","NJ",40.8,-74.19,-5,1
7004,"Fairfield","NJ",40.88,-74.29,-5,1
7005,"Boonton","NJ",40.91,-74.42,-5,1
7006,"Caldwell","NJ",40.85,-74.28,-5,1
7007,"Caldwell","NJ",40.79,-74.25,-5,1
7008,"Carteret","NJ",40.58,-74.23,-5,1
7009,"Cedar Grove","NJ",40.86,-74.23,-5,1
7010,"Cliffside Park","NJ",40.82,-73.99,-5,1
7011,"Clifton","NJ",40.88,-74.14,-5,1
7012,"Clifton","NJ",40.85,-74.16,-5,1
7013,"Clifton","NJ",40.87,-74.17,-5,1
7014,"Clifton","NJ",40.83,-74.14,-5,1
7015,"Clifton","NJ",41.01,-74.3,-5,1
7016,"Cranford","NJ",40.66,-74.3,-5,1
7017,"East Orange","NJ",40.77,-74.21,-5,1
7018,"East Orange","NJ",40.76,-74.22,-5,1
7019,"East Orange","NJ",40.79,-74.25,-5,1
7020,"Edgewater","NJ",40.83,-73.97,-5,1
7021,"Essex Fells","NJ",40.83,-74.28,-5,1
7022,"Fairview","NJ",40.82,-74,-5,1
7023,"Fanwood","NJ",40.64,-74.39,-5,1
7024,"Fort Lee","NJ",40.85,-73.98,-5,1
7026,"Garfield","NJ",40.88,-74.11,-5,1
7027,"Garwood","NJ",40.65,-74.32,-5,1
7028,"Glen Ridge","NJ",40.8,-74.2,-5,1
7029,"Harrison","NJ",40.75,-74.16,-5,1
7030,"Hoboken","NJ",40.74,-74.03,-5,1
7031,"North Arlington","NJ",40.79,-74.13,-5,1
7032,"Kearny","NJ",40.76,-74.14,-5,1
7033,"Kenilworth","NJ",40.67,-74.29,-5,1
7034,"Lake Hiawatha","NJ",40.88,-74.38,-5,1
7035,"Lincoln Park","NJ",40.92,-74.29,-5,1
7036,"Linden","NJ",40.63,-74.25,-5,1
7039,"Livingston","NJ",40.79,-74.32,-5,1
7040,"Maplewood","NJ",40.73,-74.27,-5,1
7041,"Millburn","NJ",40.72,-74.3,-5,1
7042,"Montclair","NJ",40.81,-74.22,-5,1
7043,"Montclair","NJ",40.84,-74.2,-5,1
7044,"Verona","NJ",40.83,-74.24,-5,1
7045,"Montville","NJ",40.91,-74.37,-5,1
7046,"Mountain Lakes","NJ",40.89,-74.44,-5,1
7047,"North Bergen","NJ",40.79,-74.02,-5,1
7050,"Orange","NJ",40.77,-74.24,-5,1
7051,"Orange","NJ",40.79,-74.25,-5,1
7052,"West Orange","NJ",40.79,-74.26,-5,1
7054,"Parsippany","NJ",40.86,-74.42,-5,1
7055,"Passaic","NJ",40.86,-74.13,-5,1
7057,"Wallington","NJ",40.85,-74.11,-5,1
7058,"Pine Brook","NJ",40.87,-74.34,-5,1
7059,"Warren","NJ",40.63,-74.5,-5,1
7060,"Plainfield","NJ",40.62,-74.42,-5,1
7061,"Plainfield","NJ",40.67,-74.3,-5,1
7062,"Plainfield","NJ",40.63,-74.4,-5,1
7063,"Plainfield","NJ",40.6,-74.45,-5,1
7064,"Port Reading","NJ",40.57,-74.25,-5,1
7065,"Rahway","NJ",40.61,-74.28,-5,1
7066,"Clark","NJ",40.62,-74.31,-5,1
7067,"Colonia","NJ",40.59,-74.31,-5,1
7068,"Roseland","NJ",40.82,-74.3,-5,1
7069,"Watchung","NJ",40.64,-74.44,-5,1
7070,"Rutherford","NJ",40.83,-74.11,-5,1
7071,"Lyndhurst","NJ",40.81,-74.12,-5,1
7072,"Carlstadt","NJ",40.84,-74.08,-5,1
7073,"East Rutherford","NJ",40.83,-74.1,-5,1
7074,"Moonachie","NJ",40.84,-74.06,-5,1
7075,"Wood Ridge","NJ",40.85,-74.09,-5,1
7076,"Scotch Plains","NJ",40.64,-74.37,-5,1
7077,"Sewaren","NJ",40.55,-74.26,-5,1
7078,"Short Hills","NJ",40.74,-74.33,-5,1
7079,"South Orange","NJ",40.75,-74.26,-5,1
7080,"South Plainfield","NJ",40.58,-74.41,-5,1
7081,"Springfield","NJ",40.7,-74.32,-5,1
7082,"Towaco","NJ",40.92,-74.35,-5,1
7083,"Union","NJ",40.7,-74.27,-5,1
7086,"Union City","NJ",40.77,-74.02,-5,1
7087,"Union City","NJ",40.77,-74.03,-5,1
7088,"Vauxhall","NJ",40.72,-74.28,-5,1
7090,"Westfield","NJ",40.65,-74.35,-5,1
7091,"Westfield","NJ",40.67,-74.3,-5,1
7092,"Mountainside","NJ",40.68,-74.36,-5,1
7093,"West New York","NJ",40.79,-74.01,-5,1
7094,"Secaucus","NJ",40.79,-74.06,-5,1
7095,"Woodbridge","NJ",40.56,-74.28,-5,1
7096,"Secaucus","NJ",40.73,-74.08,-5,1
7097,"Jersey City","NJ",40.73,-74.08,-5,1
7099,"Kearny","NJ",40.73,-74.08,-5,1
7101,"Newark","NJ",40.74,-74.23,-5,1
7102,"Newark","NJ",40.74,-74.17,-5,1
7103,"Newark","NJ",40.74,-74.2,-5,1
7104,"Newark","NJ",40.77,-74.17,-5,1
7105,"Newark","NJ",40.73,-74.15,-5,1
7106,"Newark","NJ",40.74,-74.23,-5,1
7107,"Newark","NJ",40.76,-74.19,-5,1
7108,"Newark","NJ",40.72,-74.2,-5,1
7109,"Belleville","NJ",40.79,-74.16,-5,1
7110,"Nutley","NJ",40.82,-74.16,-5,1
7111,"Irvington","NJ",40.73,-74.23,-5,1
7112,"Newark","NJ",40.71,-74.21,-5,1
7114,"Newark","NJ",40.71,-74.18,-5,1
7115,"Newark","NJ",40.72,-74.17,-5,1
7175,"Newark","NJ",40.79,-74.25,-5,1
7182,"Newark","NJ",40.79,-74.25,-5,1
7184,"Newark","NJ",40.79,-74.25,-5,1
7188,"Newark","NJ",40.79,-74.25,-5,1
7189,"Newark","NJ",40.79,-74.25,-5,1
7191,"Newark","NJ",40.79,-74.25,-5,1
7192,"Newark","NJ",40.79,-74.25,-5,1
7193,"Newark","NJ",40.79,-74.25,-5,1
7194,"Newark","NJ",40.79,-74.25,-5,1
7195,"Newark","NJ",40.79,-74.25,-5,1
7197,"Newark","NJ",40.79,-74.25,-5,1
7198,"Newark","NJ",40.79,-74.25,-5,1
7199,"Newark","NJ",40.79,-74.25,-5,1
7201,"Elizabeth","NJ",40.67,-74.2,-5,1
7202,"Elizabeth","NJ",40.65,-74.22,-5,1
7203,"Roselle","NJ",40.65,-74.26,-5,1
7204,"Roselle Park","NJ",40.67,-74.27,-5,1
7205,"Hillside","NJ",40.7,-74.23,-5,1
7206,"Elizabeth","NJ",40.65,-74.19,-5,1
7207,"Elizabeth","NJ",40.67,-74.3,-5,1
7208,"Elizabeth","NJ",40.67,-74.23,-5,1
7290,"Bernards","NJ",40.66,-74.57,-5,1
7301,"Jersey City","NJ",40.73,-74.03,-5,1
7302,"Jersey City","NJ",40.72,-74.05,-5,1
7303,"Jersey City","NJ",40.73,-74.08,-5,1
7304,"Jersey City","NJ",40.72,-74.07,-5,1
7305,"Jersey City","NJ",40.7,-74.09,-5,1
7306,"Jersey City","NJ",40.73,-74.07,-5,1
7307,"Jersey City","NJ",40.75,-74.05,-5,1
7308,"Jersey City","NJ",40.73,-74.08,-5,1
7309,"Jersey City","NJ",40.73,-74.08,-5,1
7310,"Jersey City","NJ",40.73,-74.04,-5,1
7311,"Jersey City","NJ",40.73,-74.08,-5,1
7399,"Jersey City","NJ",40.73,-74.08,-5,1
7401,"Allendale","NJ",41.03,-74.13,-5,1
7403,"Bloomingdale","NJ",41.01,-74.33,-5,1
7405,"Butler","NJ",40.99,-74.36,-5,1
7407,"Elmwood Park","NJ",40.91,-74.12,-5,1
7410,"Fair Lawn","NJ",40.93,-74.12,-5,1
7416,"Franklin","NJ",41.12,-74.59,-5,1
7417,"Franklin Lakes","NJ",41.01,-74.21,-5,1
7418,"Glenwood","NJ",41.23,-74.49,-5,1
7419,"Hamburg","NJ",41.16,-74.57,-5,1
7420,"Haskell","NJ",41.03,-74.3,-5,1
7421,"Hewitt","NJ",41.17,-74.37,-5,1
7422,"Highland Lakes","NJ",41.18,-74.45,-5,1
7423,"Ho Ho Kus","NJ",41,-74.1,-5,1
7424,"Little Falls","NJ",40.89,-74.21,-5,1
7427,"West Paterson","NJ",40.88,-74.2,-5,1
7428,"McAfee","NJ",41.18,-74.52,-5,1
7430,"Mahwah","NJ",41.08,-74.16,-5,1
7432,"Midland Park","NJ",40.99,-74.14,-5,1
7435,"Newfoundland","NJ",41.05,-74.44,-5,1
7436,"Oakland","NJ",41.03,-74.24,-5,1
7438,"Oak Ridge","NJ",41.03,-74.51,-5,1
7439,"Ogdensburg","NJ",41.08,-74.6,-5,1
7440,"Pequannock","NJ",40.95,-74.3,-5,1
7442,"Pompton Lakes","NJ",41,-74.29,-5,1
7444,"Pompton Plains","NJ",40.96,-74.3,-5,1
7446,"Ramsey","NJ",41.06,-74.14,-5,1
7450,"Ridgewood","NJ",40.98,-74.11,-5,1
7451,"Ridgewood","NJ",40.95,-74.08,-5,1
7452,"Glen Rock","NJ",40.96,-74.13,-5,1
7456,"Ringwood","NJ",41.1,-74.26,-5,1
7457,"Riverdale","NJ",40.99,-74.31,-5,1
7458,"Saddle River","NJ",41.05,-74.1,-5,1
7460,"Stockholm","NJ",41.09,-74.52,-5,1
7461,"Sussex","NJ",41.23,-74.6,-5,1
7462,"Vernon","NJ",41.19,-74.51,-5,1
7463,"Waldwick","NJ",41.01,-74.12,-5,1
7465,"Wanaque","NJ",41.05,-74.28,-5,1
7470,"Wayne","NJ",40.94,-74.25,-5,1
7474,"Wayne","NJ",41.01,-74.3,-5,1
7477,"Wayne","NJ",41.01,-74.3,-5,1
7480,"West Milford","NJ",41.1,-74.37,-5,1
7481,"Wyckoff","NJ",41,-74.17,-5,1
7495,"Mahwah","NJ",40.95,-74.08,-5,1
7498,"Mahwah","NJ",40.95,-74.08,-5,1
7501,"Paterson","NJ",40.91,-74.17,-5,1
7502,"Paterson","NJ",40.92,-74.19,-5,1
7503,"Paterson","NJ",40.9,-74.16,-5,1
7504,"Paterson","NJ",40.91,-74.14,-5,1
7505,"Paterson","NJ",40.92,-74.17,-5,1
7506,"Hawthorne","NJ",40.96,-74.16,-5,1
7507,"Hawthorne","NJ",41.01,-74.3,-5,1
7508,"Haledon","NJ",40.95,-74.18,-5,1
7509,"Paterson","NJ",41.01,-74.3,-5,1
7510,"Paterson","NJ",41.01,-74.3,-5,1
7511,"Totowa","NJ",41.01,-74.3,-5,1
7512,"Totowa","NJ",40.9,-74.22,-5,1
7513,"Paterson","NJ",40.91,-74.15,-5,1
7514,"Paterson","NJ",40.92,-74.14,-5,1
7522,"Paterson","NJ",40.93,-74.18,-5,1
7524,"Paterson","NJ",40.93,-74.16,-5,1
7530,"Paterson","NJ",41.01,-74.3,-5,1
7533,"Paterson","NJ",41.01,-74.3,-5,1
7538,"Haledon","NJ",41.01,-74.3,-5,1
7543,"Paterson","NJ",41.01,-74.3,-5,1
7544,"Paterson","NJ",41.01,-74.3,-5,1
7571,"Totowa","NJ",40.9,-74.23,-5,1
7601,"Hackensack","NJ",40.89,-74.05,-5,1
7602,"Hackensack","NJ",40.95,-74.08,-5,1
7603,"Bogota","NJ",40.87,-74.03,-5,1
7604,"Hasbrouck Heights","NJ",40.86,-74.08,-5,1
7605,"Leonia","NJ",40.86,-73.99,-5,1
7606,"South Hackensack","NJ",40.86,-74.05,-5,1
7607,"Maywood","NJ",40.91,-74.06,-5,1
7608,"Teterboro","NJ",40.85,-74.06,-5,1
7610,"Oradell","NJ",40.95,-74.04,-5,1
7620,"Alpine","NJ",40.95,-73.93,-5,1
7621,"Bergenfield","NJ",40.92,-74,-5,1
7624,"Closter","NJ",40.97,-73.96,-5,1
7626,"Cresskill","NJ",40.94,-73.97,-5,1
7627,"Demarest","NJ",40.96,-73.96,-5,1
7628,"Dumont","NJ",40.95,-73.99,-5,1
7630,"Emerson","NJ",40.98,-74.03,-5,1
7631,"Englewood","NJ",40.89,-73.98,-5,1
7632,"Englewood Cliffs","NJ",40.88,-73.95,-5,1
7640,"Harrington Park","NJ",40.99,-73.98,-5,1
7641,"Haworth","NJ",40.96,-73.99,-5,1
7642,"Hillsdale","NJ",41.01,-74.04,-5,1
7643,"Little Ferry","NJ",40.85,-74.04,-5,1
7644,"Lodi","NJ",40.88,-74.08,-5,1
7645,"Montvale","NJ",41.05,-74.04,-5,1
7646,"New Milford","NJ",40.94,-74.02,-5,1
7647,"Northvale","NJ",41.01,-73.95,-5,1
7648,"Norwood","NJ",40.99,-73.96,-5,1
7649,"Oradell","NJ",40.95,-74.03,-5,1
7650,"Palisades Park","NJ",40.85,-73.99,-5,1
7652,"Paramus","NJ",40.95,-74.07,-5,1
7653,"Paramus","NJ",40.95,-74.08,-5,1
7656,"Park Ridge","NJ",41.03,-74.04,-5,1
7657,"Ridgefield","NJ",40.83,-74,-5,1
7660,"Ridgefield Park","NJ",40.86,-74.02,-5,1
7661,"River Edge","NJ",40.93,-74.04,-5,1
7662,"Rochelle Park","NJ",40.91,-74.08,-5,1
7663,"Saddle Brook","NJ",40.9,-74.09,-5,1
7666,"Teaneck","NJ",40.89,-74.01,-5,1
7670,"Tenafly","NJ",40.92,-73.96,-5,1
7675,"Westwood","NJ",41,-74.03,-5,1
7676,"Ho-Ho-Kus","NJ",40.99,-74.06,-5,1
7677,"Woodcliff Lake","NJ",41.03,-74.06,-5,1
7688,"Teaneck","NJ",40.95,-74.08,-5,1
7701,"Red Bank","NJ",40.35,-74.08,-5,1
7702,"Shrewsbury","NJ",40.33,-74.06,-5,1
7703,"Fort Monmouth","NJ",40.31,-74.05,-5,1
7704,"Fair Haven","NJ",40.36,-74.04,-5,1
7709,"Allenhurst","NJ",40.3,-74.25,-5,1
7710,"Adelphia","NJ",40.3,-74.25,-5,1
7711,"Allenhurst","NJ",40.24,-74.01,-5,1
7712,"Asbury Park","NJ",40.23,-74.03,-5,1
7715,"Belmar","NJ",40.3,-74.25,-5,1
7716,"Atlantic Highlands","NJ",40.41,-74.03,-5,1
7717,"Avon By The Sea","NJ",40.19,-74.02,-5,1
7718,"Belford","NJ",40.42,-74.09,-5,1
7719,"Belmar","NJ",40.18,-74.05,-5,1
7720,"Bradley Beach","NJ",40.2,-74.01,-5,1
7721,"Cliffwood","NJ",40.44,-74.24,-5,1
7722,"Colts Neck","NJ",40.3,-74.18,-5,1
7723,"Deal","NJ",40.25,-74,-5,1
7724,"Eatontown","NJ",40.3,-74.07,-5,1
7726,"Englishtown","NJ",40.29,-74.34,-5,1
7727,"Farmingdale","NJ",40.21,-74.16,-5,1
7728,"Freehold","NJ",40.24,-74.28,-5,1
7730,"Hazlet","NJ",40.42,-74.18,-5,1
7731,"Howell","NJ",40.15,-74.21,-5,1
7732,"Highlands","NJ",40.4,-73.99,-5,1
7733,"Holmdel","NJ",40.38,-74.17,-5,1
7734,"Keansburg","NJ",40.44,-74.13,-5,1
7735,"Keyport","NJ",40.44,-74.19,-5,1
7737,"Leonardo","NJ",40.42,-74.06,-5,1
7738,"Lincroft","NJ",40.34,-74.12,-5,1
7739,"Little Silver","NJ",40.34,-74.04,-5,1
7740,"Long Branch","NJ",40.3,-73.99,-5,1
7746,"Marlboro","NJ",40.32,-74.26,-5,1
7747,"Matawan","NJ",40.41,-74.24,-5,1
7748,"Middletown","NJ",40.41,-74.12,-5,1
7750,"Monmouth Beach","NJ",40.33,-73.98,-5,1
7751,"Morganville","NJ",40.36,-74.27,-5,1
7752,"Navesink","NJ",40.4,-74.03,-5,1
7753,"Neptune","NJ",40.21,-74.05,-5,1
7754,"Neptune","NJ",40.3,-74.25,-5,1
7755,"Oakhurst","NJ",40.26,-74.02,-5,1
7756,"Ocean Grove","NJ",40.21,-74.01,-5,1
7757,"Oceanport","NJ",40.32,-74.01,-5,1
7758,"Port Monmouth","NJ",40.43,-74.11,-5,1
7760,"Rumson","NJ",40.37,-74,-5,1
7762,"Spring Lake","NJ",40.15,-74.03,-5,1
7763,"Tennent","NJ",40.3,-74.25,-5,1
7764,"West Long Branch","NJ",40.29,-74.02,-5,1
7765,"Wickatunk","NJ",40.3,-74.25,-5,1
7777,"Holmdel","NJ",40.3,-74.25,-5,1
7799,"Eatontown","NJ",40.3,-74.25,-5,1
7801,"Dover","NJ",40.89,-74.55,-5,1
7802,"Dover","NJ",40.87,-74.58,-5,1
7803,"Mine Hill","NJ",40.88,-74.6,-5,1
7806,"Picatinny Arsenal","NJ",40.87,-74.58,-5,1
7819,"Hardyston","NJ",41.16,-74.58,-5,1
7820,"Allamuchy","NJ",40.87,-74.85,-5,1
7821,"Andover","NJ",40.97,-74.74,-5,1
7822,"Augusta","NJ",41.14,-74.7,-5,1
7823,"Belvidere","NJ",40.82,-75.05,-5,1
7825,"Blairstown","NJ",40.96,-74.96,-5,1
7826,"Branchville","NJ",41.18,-74.76,-5,1
7827,"Montague","NJ",41.3,-74.76,-5,1
7828,"Budd Lake","NJ",40.88,-74.74,-5,1
7829,"Buttzville","NJ",40.84,-74.99,-5,1
7830,"Califon","NJ",40.72,-74.82,-5,1
7831,"Changewater","NJ",40.74,-74.94,-5,1
7832,"Columbia","NJ",40.93,-75.06,-5,1
7833,"Delaware","NJ",40.9,-75.07,-5,1
7834,"Denville","NJ",40.89,-74.49,-5,1
7836,"Flanders","NJ",40.84,-74.7,-5,1
7837,"Glasser","NJ",41.13,-74.68,-5,1
7838,"Great Meadows","NJ",40.89,-74.9,-5,1
7839,"Greendell","NJ",41.13,-74.68,-5,1
7840,"Hackettstown","NJ",40.86,-74.83,-5,1
7841,"Great Meadows-Vienna","NJ",40.86,-74.87,-5,1
7842,"Hibernia","NJ",40.94,-74.5,-5,1
7843,"Hopatcong","NJ",40.94,-74.66,-5,1
7844,"Hope","NJ",40.92,-74.98,-5,1
7845,"Ironia","NJ",40.87,-74.58,-5,1
7846,"Johnsonburg","NJ",40.97,-74.88,-5,1
7847,"Kenvil","NJ",40.88,-74.62,-5,1
7848,"Lafayette","NJ",41.09,-74.69,-5,1
7849,"Lake Hopatcong","NJ",40.96,-74.61,-5,1
7850,"Landing","NJ",40.91,-74.66,-5,1
7851,"Layton","NJ",41.17,-74.88,-5,1
7852,"Ledgewood","NJ",40.88,-74.66,-5,1
7853,"Long Valley","NJ",40.79,-74.78,-5,1
7855,"Middleville","NJ",41.13,-74.68,-5,1
7856,"Mount Arlington","NJ",40.92,-74.64,-5,1
7857,"Netcong","NJ",40.9,-74.7,-5,1
7860,"Newton","NJ",41.07,-74.8,-5,1
7863,"Oxford","NJ",40.82,-74.97,-5,1
7865,"Port Murray","NJ",40.78,-74.91,-5,1
7866,"Rockaway","NJ",40.93,-74.51,-5,1
7869,"Randolph","NJ",40.85,-74.57,-5,1
7870,"Schooleys Mountain","NJ",40.81,-74.82,-5,1
7871,"Sparta","NJ",41.04,-74.64,-5,1
7874,"Stanhope","NJ",40.92,-74.71,-5,1
7875,"Stillwater","NJ",41.04,-74.87,-5,1
7876,"Succasunna","NJ",40.86,-74.65,-5,1
7877,"Swartswood","NJ",41.1,-74.85,-5,1
7878,"Mount Tabor","NJ",40.87,-74.48,-5,1
7879,"Tranquility","NJ",40.96,-74.79,-5,1
7880,"Vienna","NJ",40.86,-74.9,-5,1
7881,"Wallpack Center","NJ",41.13,-74.92,-5,1
7882,"Washington","NJ",40.75,-75,-5,1
7885,"Wharton","NJ",40.91,-74.58,-5,1
7890,"Branchville","NJ",41.13,-74.68,-5,1
7901,"Summit","NJ",40.71,-74.36,-5,1
7902,"Summit","NJ",40.67,-74.3,-5,1
7919,"Hardyston","NJ",41.15,-74.58,-5,1
7920,"Basking Ridge","NJ",40.68,-74.57,-5,1
7921,"Bedminster","NJ",40.65,-74.65,-5,1
7922,"Berkeley Heights","NJ",40.68,-74.43,-5,1
7924,"Bernardsville","NJ",40.72,-74.58,-5,1
7926,"Brookside","NJ",40.8,-74.57,-5,1
7927,"Cedar Knolls","NJ",40.82,-74.45,-5,1
7928,"Chatham","NJ",40.73,-74.4,-5,1
7930,"Chester","NJ",40.79,-74.69,-5,1
7931,"Far Hills","NJ",40.7,-74.64,-5,1
7932,"Florham Park","NJ",40.78,-74.39,-5,1
7933,"Gillette","NJ",40.68,-74.47,-5,1
7934,"Gladstone","NJ",40.72,-74.67,-5,1
7935,"Green Village","NJ",40.74,-74.46,-5,1
7936,"East Hanover","NJ",40.82,-74.36,-5,1
